Number,Id,Label,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
690,Joey,Joey,3,0.417704,0.450221,0,0.04331
771,Lightning Bug,Lightning Bug,3,0.417704,0.450221,0,0.04331
798,Loss,Loss,3,0.417704,0.450221,0,0.04331
863,Marilou,Marilou,3,0.417704,0.450221,0,0.04331
864,Marked Man,Marked Man,3,0.417704,0.450221,0,0.04331
890,Membrain,Membrain,3,0.417704,0.450221,0,0.04331
891,MeMe,MeMe,3,0.417704,0.450221,0,0.04331
912,Missy,Missy,3,0.417704,0.450221,0,0.04331
920,Mole,Mole,3,0.417704,0.450221,0,0.04331
928,Monte,Monte,3,0.417704,0.450221,0,0.04331
940,Mother Inferior,Mother Inferior,3,0.417704,0.450221,0,0.04331
1007,Opsidian,Opsidian,3,0.417704,0.450221,0,0.04331
1025,Pester,Pester,3,0.417704,0.450221,0,0.04331
1041,Piper,Piper,3,0.417704,0.450221,0,0.04331
1043,Plague,Plague,3,0.417704,0.450221,0,0.04331
1085,Qwerty,Qwerty,3,0.417704,0.450221,0,0.04331
1118,Revelation,Revelation,3,0.417704,0.450221,0,0.04331
1120,Reverb,Reverb,3,0.417704,0.450221,0,0.04331
1159,Samson,Samson,3,0.417704,0.450221,0,0.04331
1169,Scaleface,Scaleface,3,0.417704,0.450221,0,0.04331
1253,Soteira,Soteira,3,0.417704,0.450221,0,0.04331
1284,Strigor,Strigor,3,0.417704,0.450221,0,0.04331
1289,Sunder,Sunder,3,0.417704,0.450221,0,0.04331
1312,Tar Baby,Tar Baby,3,0.417704,0.450221,0,0.04331
1325,Tether,Tether,3,0.417704,0.450221,0,0.04331
1359,Tommy,Tommy,3,0.417704,0.450221,0,0.04331
1417,Vessel,Vessel,3,0.417704,0.450221,0,0.04331
1488,Wynter,Wynter,3,0.417704,0.450221,0,0.04331
1505,Zeek,Zeek,3,0.417704,0.450221,0,0.04331
218,Bucky (Fred Davis Jr),Bucky (Fred Davis Jr),3,0.417127,0.442384,0.000316,0.021688
365,Destroyer,Destroyer,3,0.417127,0.442384,0.000316,0.021688
643,Iron Cross,Iron Cross,3,0.417127,0.442384,0.000316,0.021688
1215,Silver Scorpion,Silver Scorpion,3,0.417127,0.442384,0.000316,0.021688
1264,Spitfire,Spitfire,3,0.417127,0.442384,0.000316,0.021688
1391,Union Jack,Union Jack,3,0.417127,0.442384,0.000316,0.021688
1003,Omega/The Collective,Omega/The Collective,3,0.416782,0.43543,0,0.019728
949,Ms. Thing,Ms. Thing,3,0.416667,0.441722,0.000045,0.039477
909,Mirage,Mirage,3,0.415063,0.439294,0.000048,0.061718
99,Archer,Archer,3,0.414266,0.434327,0,0.025569
492,Fixx,Fixx,3,0.414266,0.434327,0,0.025569
567,Greystone,Greystone,3,0.414266,0.434327,0,0.025569
1195,Shard,Shard,3,0.414266,0.434327,0,0.025569
366,Devil Dinosaur,Devil Dinosaur,3,0.413472,0.434437,0,0.031552
496,Flux,Flux,3,0.413472,0.434437,0,0.031552
930,Moon Girl,Moon Girl,3,0.413472,0.434437,0,0.031552
144,Bedlam,Bedlam,3,0.412681,0.434547,0,0.048046
354,Decay,Decay,3,0.412118,0.438631,0.000055,0.035858
90,Anti-Man,Anti-Man,3,0.411108,0.431898,0,0.01301
473,Fallen One,Fallen One,3,0.411108,0.431898,0,0.01301
518,Gah Lak Tus,Gah Lak Tus,3,0.411108,0.431898,0,0.01301
520,Galactus,Galactus,3,0.411108,0.431898,0,0.01301
724,Kathisul Evin,Kathisul Evin,3,0.411108,0.431898,0,0.01301
1054,Praeter,Praeter,3,0.411108,0.431898,0,0.01301
1102,Recorder,Recorder,3,0.411108,0.431898,0,0.01301
1108,Red Shift,Red Shift,3,0.411108,0.431898,0,0.01301
1275,Stardust,Stardust,3,0.411108,0.431898,0,0.01301
1323,Terrax the Tamer,Terrax the Tamer,3,0.411108,0.431898,0,0.01301
161,Bird Boy,Bird Boy,3,0.409325,0.431678,0,0.05279
559,Gosamyr,Gosamyr,3,0.409325,0.431678,0,0.05279
1282,Stonewall,Stonewall,3,0.40866,0.427704,0,0.012461
1293,Super Sabre,Super Sabre,3,0.40866,0.427704,0,0.012461
182,Blazing Skull,Blazing Skull,3,0.408108,0.428477,0,0.016691
619,Human Torch (Android),Human Torch (Android),3,0.408108,0.428477,0,0.016691
1088,Radiance,Radiance,3,0.408108,0.428477,0,0.016691
1363,Toro,Toro,3,0.408108,0.428477,0,0.016691
1469,William Naslund,William Naslund,3,0.408108,0.428477,0,0.016691
525,Gamora,Gamora,3,0.407888,0.429581,0.000143,0.025339
1274,Star-Lord,Star-Lord,3,0.407888,0.429581,0.000143,0.025339
499,Foolkiller,Foolkiller,3,0.404609,0.424283,0,0.012393
558,Gorilla-Man,Gorilla-Man,3,0.404609,0.424283,0,0.012393
871,Masacre,Masacre,3,0.404609,0.424283,0,0.012393
961,Negasonic Teenage Warhead,Negasonic Teenage Warhead,3,0.404609,0.424283,0,0.012393
1249,Solo,Solo,3,0.404609,0.424283,0,0.012393
1324,Terror,Terror,3,0.404609,0.424283,0,0.012393
596,Hela,Hela,3,0.404284,0.427925,0.000357,0.013103
410,Dr. Toni Ho,Dr. Toni Ho,3,0.402452,0.423179,0.000004,0.025687
1459,White Tiger (Aya Ayala),White Tiger (Aya Ayala),3,0.402345,0.424614,0.000125,0.023219
270,Chris Quinn,Chris Quinn,3,0.401916,0.421523,0,0.025002
403,Dr. Mandy O'Connor,Dr. Mandy O'Connor,3,0.401916,0.421523,0,0.025002
6,Adam Warlock,Adam Warlock,3,0.400637,0.421302,0,0.023193
81,Angela,Angela,3,0.400637,0.421302,0,0.023193
220,Bug,Bug,3,0.400637,0.421302,0,0.023193
571,Groot,Groot,3,0.400637,0.421302,0,0.023193
835,Major Victory,Major Victory,3,0.400637,0.421302,0,0.023193
868,Martyr,Martyr,3,0.400637,0.421302,0,0.023193
1136,Rocket Raccoon,Rocket Raccoon,3,0.400637,0.421302,0,0.023193
405,Dr. Max Brashear,Dr. Max Brashear,3,0.400212,0.419757,0,0.017983
585,Harry Daze,Harry Daze,3,0.400212,0.419757,0,0.017983
1175,Scientist Supreme,Scientist Supreme,3,0.400212,0.419757,0,0.017983
1353,Tippy-Toe,Tippy-Toe,3,0.400212,0.419757,0,0.017983
251,Centennial,Centennial,3,0.4,0.423289,0,0.018295
426,Earthmover,Earthmover,3,0.4,0.423289,0,0.018295
495,Flex,Flex,3,0.4,0.423289,0,0.018295
544,Ghost Girl,Ghost Girl,3,0.4,0.423289,0,0.018295
549,Goblyn,Goblyn,3,0.4,0.423289,0,0.018295
573,Guardian,Guardian,3,0.4,0.423289,0,0.018295
834,Major Mapleleaf,Major Mapleleaf,3,0.4,0.423289,0,0.018295
850,Manbot,Manbot,3,0.4,0.423289,0,0.018295
859,Mar,Mar,3,0.4,0.423289,0,0.018295
865,Marrina,Marrina,3,0.4,0.423289,0,0.018295
951,Murmur,Murmur,3,0.4,0.423289,0,0.018295
962,Nemesis,Nemesis,3,0.4,0.423289,0,0.018295
1024,Persuasion,Persuasion,3,0.4,0.423289,0,0.018295
1091,Radius,Radius,3,0.4,0.423289,0,0.018295
1163,Sasquatch,Sasquatch,3,0.4,0.423289,0,0.018295
1193,Shaman,Shaman,3,0.4,0.423289,0,0.018295
1247,Snowbird,Snowbird,3,0.4,0.423289,0,0.018295
1308,Talisman,Talisman,3,0.4,0.423289,0,0.018295
1424,Vindicator,Vindicator,3,0.4,0.423289,0,0.018295
1471,Windshear,Windshear,3,0.4,0.423289,0,0.018295
1489,Wyre,Wyre,3,0.4,0.423289,0,0.018295
1501,Yukon Jack,Yukon Jack,3,0.4,0.423289,0,0.018295
7,Adolf Impossible,Adolf Impossible,3,0.399577,0.422185,0,0.026152
50,Ahura,Ahura,3,0.399577,0.422185,0,0.026152
61,Alex Power,Alex Power,3,0.399577,0.422185,0,0.026152
150,Bentley,Bentley,3,0.399577,0.422185,0,0.026152
394,Dr. Calvin Cooley,Dr. Calvin Cooley,3,0.399577,0.422185,0,0.026152
416,Dragon Man,Dragon Man,3,0.399577,0.422185,0,0.026152
747,Korr,Korr,3,0.399577,0.422185,0,0.026152
808,Luna,Luna,3,0.399577,0.422185,0,0.026152
903,Mik,Mik,3,0.399577,0.422185,0,0.026152
1005,Onome,Onome,3,0.399577,0.422185,0,0.026152
1360,Tong,Tong,3,0.399577,0.422185,0,0.026152
1380,Turg,Turg,3,0.399577,0.422185,0,0.026152
1398,Valeria Richards,Valeria Richards,3,0.399577,0.422185,0,0.026152
1420,Vil,Vil,3,0.399577,0.422185,0,0.026152
1487,Wu,Wu,3,0.399577,0.422185,0,0.026152
83,Anne-Marie Cotrez,Anne-Marie Cotrez,3,0.398838,0.423841,0,0.025193
132,Barnacle,Barnacle,3,0.398838,0.423841,0,0.025193
271,Chrome,Chrome,3,0.398838,0.423841,0,0.025193
357,Delgado,Delgado,3,0.398838,0.423841,0,0.025193
456,Eric Kleinstock,Eric Kleinstock,3,0.398838,0.423841,0,0.025193
470,Fabian Cortez,Fabian Cortez,3,0.398838,0.423841,0,0.025193
527,Gargouille,Gargouille,3,0.398838,0.423841,0,0.025193
581,Harlan Kleinstock,Harlan Kleinstock,3,0.398838,0.423841,0,0.025193
674,Javitz,Javitz,3,0.398838,0.423841,0,0.025193
686,Joanna Cargill,Joanna Cargill,3,0.398838,0.423841,0,0.025193
717,Kamal,Kamal,3,0.398838,0.423841,0,0.025193
726,Katu,Katu,3,0.398838,0.423841,0,0.025193
887,Mellencamp,Mellencamp,3,0.398838,0.423841,0,0.025193
905,Milan,Milan,3,0.398838,0.423841,0,0.025193
956,Nance Winters,Nance Winters,3,0.398838,0.423841,0,0.025193
963,Neophyte,Neophyte,3,0.398838,0.423841,0,0.025193
1001,Omega Sentinel,Omega Sentinel,3,0.398838,0.423841,0,0.025193
1008,Orator,Orator,3,0.398838,0.423841,0,0.025193
1064,Projector,Projector,3,0.398838,0.423841,0,0.025193
1094,Rakkus,Rakkus,3,0.398838,0.423841,0,0.025193
1113,Rem-Ram,Rem-Ram,3,0.398838,0.423841,0,0.025193
1171,Scanner,Scanner,3,0.398838,0.423841,0,0.025193
1189,Senyaka,Senyaka,3,0.398838,0.423841,0,0.025193
1265,Spoor,Spoor,3,0.398838,0.423841,0,0.025193
1277,Static,Static,3,0.398838,0.423841,0,0.025193
1299,Sven Kleinstock,Sven Kleinstock,3,0.398838,0.423841,0,0.025193
1393,Unuscione,Unuscione,3,0.398838,0.423841,0,0.025193
1423,Vindaloo,Vindaloo,3,0.398838,0.423841,0,0.025193
1,8-Ball,8-Ball,4,0.394153,0.41915,0,0.023485
200,Bombshell (Lana Baumgartner),Bombshell (Lana Baumgartner),4,0.394153,0.41915,0,0.023485
201,Bombshell (Lori Baumgartner),Bombshell (Lori Baumgartner),4,0.394153,0.41915,0,0.023485
358,Delilah,Delilah,4,0.394153,0.41915,0,0.023485
497,Fly,Fly,4,0.394153,0.41915,0,0.023485
550,Gog,Gog,4,0.394153,0.41915,0,0.023485
648,Iron Spider,Iron Spider,4,0.394153,0.41915,0,0.023485
719,Kangaroo,Kangaroo,4,0.394153,0.41915,0,0.023485
779,Living Brain,Living Brain,4,0.394153,0.41915,0,0.023485
783,Lizard,Lizard,4,0.394153,0.41915,0,0.023485
846,Man Mountain Marko,Man Mountain Marko,4,0.394153,0.41915,0,0.023485
952,Mysterio,Mysterio,4,0.394153,0.41915,0,0.023485
1011,Overdrive,Overdrive,4,0.394153,0.41915,0,0.023485
1014,Owl,Owl,4,0.394153,0.41915,0,0.023485
1122,Rhino,Rhino,4,0.394153,0.41915,0,0.023485
1177,Scorpia,Scorpia,4,0.394153,0.41915,0,0.023485
1208,Shriek,Shriek,4,0.394153,0.41915,0,0.023485
1266,Spot,Spot,4,0.394153,0.41915,0,0.023485
1300,Swarm,Swarm,4,0.394153,0.41915,0,0.023485
1431,Vulture,Vulture,4,0.394153,0.41915,0,0.023485
114,Asp,Asp,4,0.390686,0.413135,0,0.01311
171,Black Racer,Black Racer,4,0.390686,0.413135,0,0.01311
302,Copperhead,Copperhead,4,0.390686,0.413135,0,0.01311
51,Ai Apaec,Ai Apaec,3,0.387876,0.407616,0,0.020778
69,American Son,American Son,3,0.387876,0.407616,0,0.020778
356,Deidre Wentworth,Deidre Wentworth,3,0.387876,0.407616,0,0.020778
812,MacDonald Gargan,MacDonald Gargan,3,0.387876,0.407616,0,0.020778
1093,Ragnarok,Ragnarok,3,0.387876,0.407616,0,0.020778
1358,Tomi Shishido,Tomi Shishido,3,0.387876,0.407616,0,0.020778
1365,Toxie Doxie,Toxie Doxie,3,0.387876,0.407616,0,0.020778
1375,Trickshot,Trickshot,3,0.387876,0.407616,0,0.020778
113,Asmodeus,Asmodeus,4,0.387776,0.408278,0,0.007202
146,Beelzeboul,Beelzeboul,4,0.387776,0.408278,0,0.007202
148,Belasco,Belasco,4,0.387776,0.408278,0,0.007202
389,Dormammu,Dormammu,4,0.387776,0.408278,0,0.007202
805,Lucifer Lightbringer,Lucifer Lightbringer,4,0.387776,0.408278,0,0.007202
860,Marduk Kurios,Marduk Kurios,4,0.387776,0.408278,0,0.007202
893,Mephisto,Mephisto,4,0.387776,0.408278,0,0.007202
998,Olivier,Olivier,4,0.387776,0.408278,0,0.007202
1044,Pluto,Pluto,4,0.387776,0.408278,0,0.007202
1338,Thog the Nether-Spawn,Thog the Nether-Spawn,4,0.387776,0.408278,0,0.007202
1389,Umar the Unrelenting,Umar the Unrelenting,4,0.387776,0.408278,0,0.007202
145,Beef,Beef,3,0.385401,0.404194,0,0.024321
156,Bevatron,Bevatron,3,0.385401,0.404194,0,0.024321
250,Catseye,Catseye,3,0.385401,0.404194,0,0.024321
683,Jetstream,Jetstream,3,0.385401,0.404194,0,0.024321
1146,Roulette,Roulette,3,0.385401,0.404194,0,0.024321
1313,Tarot,Tarot,3,0.385401,0.404194,0,0.024321
763,Layla Miller,Layla Miller,4,0.383249,0.403642,0,0.022284
1040,Pip the Troll,Pip the Troll,4,0.383249,0.403642,0,0.022284
1347,Tier Sinclair,Tier Sinclair,4,0.383249,0.403642,0,0.022284
584,Harrison Snow,Harrison Snow,3,0.378731,0.394812,0,0.013
45,Agent Venom,Agent Venom,3,0.376559,0.392274,0,0.005624
764,Leader,Leader,3,0.376559,0.392274,0,0.005624
896,Mercy,Mercy,3,0.376559,0.392274,0,0.005624
924,Mondo,Mondo,4,0.374226,0.39426,0,0.020878
279,Claudette St. Croix,Claudette St. Croix,4,0.374226,0.39426,0,0.020734
519,Gaia,Gaia,4,0.374226,0.39426,0,0.020734
971,Nicole St. Croix,Nicole St. Croix,4,0.374226,0.39426,0,0.020734
1232,Skin,Skin,4,0.374226,0.39426,0,0.020734
1304,Synch,Synch,4,0.374226,0.39426,0,0.020734
160,Binary,Binary,4,0.370916,0.390618,0,0.015452
238,Captain Kalyx,Captain Kalyx,4,0.370916,0.390618,0,0.015452
255,Ch'od,Ch'od,4,0.370916,0.390618,0,0.015452
308,Corsair,Corsair,4,0.370916,0.390618,0,0.015452
311,Cr'reee,Cr'reee,4,0.370916,0.390618,0,0.015452
711,K-Zzat,K-Zzat,4,0.370916,0.390618,0,0.015452
728,Keeyah,Keeyah,4,0.370916,0.390618,0,0.015452
748,Korvus,Korvus,4,0.370916,0.390618,0,0.015452
774,Lilandra Nermani,Lilandra Nermani,4,0.370916,0.390618,0,0.015452
1099,Raza Longknife,Raza Longknife,4,0.370916,0.390618,0,0.015452
1210,Sikorsky,Sikorsky,4,0.370916,0.390618,0,0.015452
1357,Tolo Hawk,Tolo Hawk,4,0.370916,0.390618,0,0.015452
1432,Waldo,Waldo,4,0.370916,0.390618,0,0.015452
746,Korg,Korg,3,0.369283,0.383554,0,0.009765
1202,She-Hulk (Lyra Walters),She-Hulk (Lyra Walters),3,0.369283,0.383554,0,0.009765
381,Doctor Spectrum,Doctor Spectrum,4,0.366861,0.381181,0,0.00406
1447,Warrior Woman,Warrior Woman,4,0.366861,0.381181,0,0.00406
74,Andrea Sterman,Andrea Sterman,4,0.366683,0.386038,0,0.00926
78,Angel (Thomas Halloway),Angel (Thomas Halloway),4,0.366683,0.386038,0,0.00926
274,Citizen V (Dallas Riordan),Citizen V (Dallas Riordan),4,0.366683,0.386038,0,0.00926
275,Citizen V (John Watkins III),Citizen V (John Watkins III),4,0.366683,0.386038,0,0.00926
276,"Citizen V (John Watkins, Jr)","Citizen V (John Watkins, Jr)",4,0.366683,0.386038,0,0.00926
277,Citizen V (John Watkins),Citizen V (John Watkins),4,0.366683,0.386038,0,0.00926
278,Citizen V (Paulette Brazee),Citizen V (Paulette Brazee),4,0.366683,0.386038,0,0.00926
408,Dr. Sam Sabuki,Dr. Sam Sabuki,4,0.366683,0.386038,0,0.00926
425,Eamonn,Eamonn,4,0.366683,0.386038,0,0.00926
508,Fred Davis Jr,Fred Davis Jr,4,0.366683,0.386038,0,0.00926
552,Golden Girl,Golden Girl,4,0.366683,0.386038,0,0.00926
553,Golden Sun,Golden Sun,4,0.366683,0.386038,0,0.00926
554,Goldfire,Goldfire,4,0.366683,0.386038,0,0.00926
618,Human Top,Human Top,4,0.366683,0.386038,0,0.00926
642,Irene Martinez,Irene Martinez,4,0.366683,0.386038,0,0.00926
651,Isadora Martinez,Isadora Martinez,4,0.366683,0.386038,0,0.00926
990,Nukio,Nukio,4,0.366683,0.386038,0,0.00926
1036,Piers,Piers,4,0.366683,0.386038,0,0.00926
1101,Rebel Ralston,Rebel Ralston,4,0.366683,0.386038,0,0.00926
1362,Topspin,Topspin,4,0.366683,0.386038,0,0.00926
1429,Vradec,Vradec,4,0.366683,0.386038,0,0.00926
1441,Warbeck,Warbeck,4,0.366683,0.386038,0,0.00926
1310,Tana Nile,Tana Nile,4,0.365706,0.379801,0,0.005212
100,Archimedes,Archimedes,3,0.364031,0.378587,0,0.003488
521,Galileo,Galileo,3,0.364031,0.378587,0,0.003488
632,Imhotep,Imhotep,3,0.364031,0.378587,0,0.003488
654,Jabir ibn Hayyan,Jabir ibn Hayyan,3,0.364031,0.378587,0,0.003488
767,Leonardo da Vinci,Leonardo da Vinci,3,0.364031,0.378587,0,0.003488
797,Lorenzo,Lorenzo,3,0.364031,0.378587,0,0.003488
900,Michaelangelo Simoni (The Forever Man),Michaelangelo Simoni (The Forever Man),3,0.364031,0.378587,0,0.003488
977,Nikola Tesla (Night Machine),Nikola Tesla (Night Machine),3,0.364031,0.378587,0,0.003488
986,Nostradamus,Nostradamus,3,0.364031,0.378587,0,0.003488
1037,Pietro,Pietro,3,0.364031,0.378587,0,0.003488
1226,Sir Isaac Newton,Sir Isaac Newton,3,0.364031,0.378587,0,0.003488
58,Aldrif Odinsdottir,Aldrif Odinsdottir,4,0.360382,0.374503,0,0.00598
130,Balder Odinson,Balder Odinson,4,0.360382,0.374503,0,0.00598
206,Bor Burison,Bor Burison,4,0.360382,0.374503,0,0.00598
225,Buri,Buri,4,0.360382,0.374503,0,0.00598
512,Freyja Freyrdottir,Freyja Freyrdottir,4,0.360382,0.374503,0,0.00598
595,Heimdall,Heimdall,4,0.360382,0.374503,0,0.00598
994,Odin Borson,Odin Borson,4,0.360382,0.374503,0,0.00598
1384,Tyr Odinson,Tyr Odinson,4,0.360382,0.374503,0,0.00598
1406,Ve,Ve,4,0.360382,0.374503,0,0.00598
1421,Vili,Vili,4,0.360382,0.374503,0,0.00598
372,Disco Devil,Disco Devil,4,0.35799,0.371854,0,0.007005
516,Gadget,Gadget,4,0.35799,0.371854,0,0.007005
523,Gamecock,Gamecock,4,0.35799,0.371854,0,0.007005
679,Jennie Royce,Jennie Royce,4,0.35799,0.371854,0,0.007005
680,Jeryn Hogarth,Jeryn Hogarth,4,0.35799,0.371854,0,0.007005
729,Keith Augustin,Keith Augustin,4,0.35799,0.371854,0,0.007005
777,Little Ben Donovan,Little Ben Donovan,4,0.35799,0.371854,0,0.007005
853,Mangler,Mangler,4,0.35799,0.371854,0,0.007005
867,Marta Cardona,Marta Cardona,4,0.35799,0.371854,0,0.007005
1187,Senor Magico,Senor Magico,4,0.35799,0.371854,0,0.007005
8,Adora,Adora,4,0.356805,0.374669,0,0.005189
342,David Green,David Green,4,0.356805,0.374669,0,0.005189
462,Eve Bakian,Eve Bakian,4,0.356805,0.374669,0,0.005189
503,Fraktur,Fraktur,4,0.356805,0.374669,0,0.005189
511,Freya Shane,Freya Shane,4,0.356805,0.374669,0,0.005189
532,Garthan Saal,Garthan Saal,4,0.356805,0.374669,0,0.005189
572,Grot,Grot,4,0.356805,0.374669,0,0.005189
641,Irani Rael,Irani Rael,4,0.356805,0.374669,0,0.005189
703,Josh Atwater,Josh Atwater,4,0.356805,0.374669,0,0.005189
712,K'thol,K'thol,4,0.356805,0.374669,0,0.005189
751,Kyle Dyne,Kyle Dyne,4,0.356805,0.374669,0,0.005189
775,Lindy Nolan,Lindy Nolan,4,0.356805,0.374669,0,0.005189
803,Lucas Maats,Lucas Maats,4,0.356805,0.374669,0,0.005189
841,Malik Tarcel,Malik Tarcel,4,0.356805,0.374669,0,0.005189
879,Matu,Matu,4,0.356805,0.374669,0,0.005189
939,Morrow,Morrow,4,0.356805,0.374669,0,0.005189
1052,Powerhouse,Powerhouse,4,0.356805,0.374669,0,0.005189
1075,Pyo,Pyo,4,0.356805,0.374669,0,0.005189
1080,Qubit,Qubit,4,0.356805,0.374669,0,0.005189
1123,Rhomann Dey,Rhomann Dey,4,0.356805,0.374669,0,0.005189
1134,Robert Rider,Robert Rider,4,0.356805,0.374669,0,0.005189
1158,Samaya,Samaya,4,0.356805,0.374669,0,0.005189
1287,Suki Yumiko,Suki Yumiko,4,0.356805,0.374669,0,0.005189
1311,Tanak Valt,Tanak Valt,4,0.356805,0.374669,0,0.005189
1314,Tas'Wzta,Tas'Wzta,4,0.356805,0.374669,0,0.005189
1364,Torthar,Torthar,4,0.356805,0.374669,0,0.005189
1369,Tre Owens,Tre Owens,4,0.356805,0.374669,0,0.005189
1504,Zan Philo,Zan Philo,4,0.356805,0.374669,0,0.005189
1510,Zyziwc Tiel,Zyziwc Tiel,4,0.356805,0.374669,0,0.005189
1055,Praxagora,Praxagora,4,0.354377,0.365728,0,0.002855
1143,Ronan the Accuser,Ronan the Accuser,4,0.354377,0.365728,0,0.002855
1309,Talos,Talos,4,0.354377,0.365728,0,0.002855